60,60,45,45,30,30,30,30,30,24,24,33,3,0,2,3,4,9,9,9,9,9,18,9,18,18,18,27,27,36,27,27,36,36,36,45,45,45,54,45,45,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,30,30,24,24,33,3,2,0,1,4,9,9,9,9,9,18,9,18,18,18,27,27,36,27,27,36,36,36,45,45,45,54,45,45,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,30,30,24,24,33,4,3,1,0,3,9,9,9,9,9,18,9,18,18,18,27,27,36,27,27,36,36,36,45,45,45,54,45,45,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,30,30,24,24,33,3,4,4,3,0,9,9,9,9,9,18,9,18,18,18,27,27,36,27,27,36,36,36,45,45,45,54,45,45,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,30,30,24,24,33,9,9,9,9,9,0,5,5,18,18,9,18,9,9,9,18,18,27,18,18,27,27,27,36,36,36,45,36,36,45,45,45,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,30,30,24,24,33,9,9,9,9,9,5,0,2,18,18,9,18,9,9,9,18,18,27,18,18,27,27,27,36,36,36,45,36,36,45,45,45,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,30,30,24,24,33,9,9,9,9,9,5,2,0,18,18,9,18,9,9,9,18,18,27,18,18,27,27,27,36,36,36,45,36,36,45,45,45,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,30,30,24,24,33,9,9,9,9,9,18,18,18,0,5,9,9,18,18,18,27,27,36,27,27,36,36,36,45,45,45,54,45,45,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,30,30,24,24,33,9,9,9,9,9,18,18,18,5,0,9,9,18,18,18,27,27,36,27,27,36,36,36,45,45,45,54,45,45,54,54,54,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,30,30,24,24,33,18,18,18,18,18,9,9,9,9,9,0,18,9,9,9,27,36,18,18,18,27,27,27,36,54,54,45,36,36,45,45,45,54,54,54,54,54,54,54,54,54,54
60,60,45,45,30,30,30,30,30,24,24,33,9,9,9,9,9,18,18,18,9,9,18,0,9,9,9,18,18,27,18,18,27,27,27,36,36,36,45,36,36,45,45,45,45,45,45,45,45,45,45,45,45,45
60,60,45,45,30,30,30,30,30,24,24,33,18,18,18,18,18,9,9,9,18,18,9,9,0,2,7,27,9,27,27,27,18,18,18,27,27,27,36,27,27,36,36,36,45,45,45,45,45,45,45,45,45,45
60,60,45,45,30,30,30,30,30,24,24,33,18,18,18,18,18,9,9,9,18,18,9,9,2,0,5,27,9,27,27,27,18,18,18,27,27,27,36,27,27,36,36,36,45,45,45,45,45,45,45,45,45,45
60,60,45,45,30,30,30,30,30,24,24,33,18,18,18,18,18,9,9,9,18,18,9,9,7,5,0,27,9,27,27,27,18,18,18,27,27,27,36,27,27,36,36,36,45,45,45,45,45,45,45,45,45,45
60,60,45,45,30,30,30,30,30,33,33,24,27,27,27,27,27,18,18,18,27,27,27,18,27,27,27,0,18,9,36,36,27,27,27,18,36,36,27,18,18,27,27,27,36,36,36,45,45,45,45,45,45,45
60,60,45,45,30,30,30,30,30,24,24,33,27,27,27,27,27,18,18,18,27,27,36,18,9,9,9,18,0,36,9,9,27,27,27,27,18,18,36,27,27,36,36,36,45,45,45,45,45,45,45,45,45,45
60,60,45,45,30,30,30,30,30,33,33,24,36,36,36,36,36,27,27,27,36,36,18,27,27,27,27,9,36,0,18,18,9,9,9,18,36,36,27,18,18,27,27,27,36,36,36,45,45,45,45,45,45,45
60,60,45,45,30,30,30,30,30,24,24,33,27,27,27,27,27,18,18,18,27,27,18,18,27,27,27,36,9,18,0,7,27,27,27,18,27,27,27,18,18,27,27,27,36,36,36,36,36,36,36,36,36,36
60,60,45,45,30,30,30,30,30,24,24,33,27,27,27,27,27,18,18,18,27,27,18,18,27,27,27,36,9,18,7,0,27,27,27,18,27,27,27,18,18,27,27,27,36,36,36,36,36,36,36,36,36,36
60,60,45,45,30,30,30,30,30,33,33,24,36,36,36,36,36,27,27,27,36,36,27,27,18,18,18,27,27,9,27,27,0,1,2,9,9,9,18,9,9,18,18,18,27,27,27,36,36,36,36,36,36,36
60,60,45,45,30,30,30,30,30,33,33,24,36,36,36,36,36,27,27,27,36,36,27,27,18,18,18,27,27,9,27,27,1,0,1,9,9,9,18,9,9,18,18,18,27,27,27,36,36,36,36,36,36,36
60,60,45,45,30,30,30,30,30,33,33,24,36,36,36,36,36,27,27,27,36,36,27,27,18,18,18,27,27,9,27,27,2,1,0,9,9,9,18,9,9,18,18,18,27,27,27,36,36,36,36,36,36,36
60,60,45,45,30,30,30,30,30,42,42,33,45,45,45,45,45,36,36,36,45,45,36,36,27,27,27,18,27,18,18,18,9,9,9,0,18,18,9,18,18,9,9,9,18,18,18,27,27,27,36,36,36,36
60,60,45,45,30,30,30,30,30,33,33,24,45,45,45,45,45,36,36,36,45,45,54,36,27,27,27,36,18,36,27,27,9,9,9,18,0,5,9,9,9,18,18,18,27,27,27,36,36,36,36,36,36,36
60,60,45,45,30,30,30,30,30,33,33,24,45,45,45,45,45,36,36,36,45,45,54,36,27,27,27,36,18,36,27,27,9,9,9,18,5,0,9,9,9,18,18,18,27,27,27,36,36,36,36,36,36,36
60,60,45,45,30,30,30,30,30,42,42,33,54,54,54,54,54,45,45,45,54,54,45,45,36,36,36,27,36,27,27,27,18,18,18,9,9,9,0,18,18,9,9,9,18,18,18,27,27,27,36,36,36,36
60,60,45,45,30,30,30,30,30,33,33,24,45,45,45,45,45,36,36,36,45,45,36,36,27,27,27,18,27,18,18,18,9,9,9,18,9,9,18,0,3,9,9,9,18,18,18,27,27,27,27,27,27,27
60,60,45,45,30,30,30,30,30,33,33,24,45,45,45,45,45,36,36,36,45,45,36,36,27,27,27,18,27,18,18,18,9,9,9,18,9,9,18,3,0,9,9,9,18,18,18,27,27,27,27,27,27,27
60,60,45,45,30,30,30,30,30,42,42,33,54,54,54,54,54,45,45,45,54,54,45,45,36,36,36,27,36,27,27,27,18,18,18,9,18,18,9,9,9,0,1,3,9,9,9,18,18,18,27,27,27,27
60,60,45,45,30,30,30,30,30,42,42,33,54,54,54,54,54,45,45,45,54,54,45,45,36,36,36,27,36,27,27,27,18,18,18,9,18,18,9,9,9,1,0,4,9,9,9,18,18,18,27,27,27,27
60,60,45,45,30,30,30,30,30,42,42,33,54,54,54,54,54,45,45,45,54,54,45,45,36,36,36,27,36,27,27,27,18,18,18,9,18,18,9,9,9,3,4,0,9,9,9,18,18,18,27,27,27,27
60,60,45,45,30,30,30,30,30,42,42,33,54,54,54,54,54,54,54,54,54,54,54,45,45,45,45,36,45,36,36,36,27,27,27,18,27,27,18,18,18,9,9,9,0,5,4,9,9,9,18,18,18,18
60,60,45,45,30,30,30,30,30,42,42,33,54,54,54,54,54,54,54,54,54,54,54,45,45,45,45,36,45,36,36,36,27,27,27,18,27,27,18,18,18,9,9,9,5,0,1,9,9,9,18,18,18,18
60,60,45,45,30,30,30,30,30,42,42,33,54,54,54,54,54,54,54,54,54,54,54,45,45,45,45,36,45,36,36,36,27,27,27,18,27,27,18,18,18,9,9,9,4,1,0,9,9,9,18,18,18,18
60,60,45,45,30,30,30,30,30,42,42,42,54,54,54,54,54,54,54,54,54,54,54,45,45,45,45,45,45,45,36,36,36,36,36,27,36,36,27,27,27,18,18,18,9,9,9,0,1,4,9,9,9,9
60,60,45,45,30,30,30,30,30,42,42,42,54,54,54,54,54,54,54,54,54,54,54,45,45,45,45,45,45,45,36,36,36,36,36,27,36,36,27,27,27,18,18,18,9,9,9,1,0,3,9,9,9,9
60,60,45,45,30,30,30,30,30,42,42,42,54,54,54,54,54,54,54,54,54,54,54,45,45,45,45,45,45,45,36,36,36,36,36,27,36,36,27,27,27,18,18,18,9,9,9,4,3,0,9,9,9,9
60,60,45,45,30,30,30,30,30,42,42,42,54,54,54,54,54,54,54,54,54,54,54,45,45,45,45,45,45,45,36,36,36,36,36,36,36,36,36,27,27,27,27,27,18,18,18,9,9,9,0,3,3,2
60,60,45,45,30,30,30,30,30,42,42,42,54,54,54,54,54,54,54,54,54,54,54,45,45,45,45,45,45,45,36,36,36,36,36,36,36,36,36,27,27,27,27,27,18,18,18,9,9,9,3,0,2,3
60,60,45,45,30,30,30,30,30,42,42,42,54,54,54,54,54,54,54,54,54,54,54,45,45,45,45,45,45,45,36,36,36,36,36,36,36,36,36,27,27,27,27,27,18,18,18,9,9,9,3,2,0,1
60,60,45,45,30,30,30,30,30,42,42,42,54,54,54,54,54,54,54,54,54,54,54,45,45,45,45,45,45,45,36,36,36,36,36,36,36,36,36,27,27,27,27,27,18,18,18,9,9,9,2,3,1,0
